순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
104,120039,2023,064,012,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-09-26 20:07,2023-09-27 10:35,MW5,01,5물량장 1선석,2023-09-26 20:07,2023-09-27 10:35,접안대기,2023-10-02,허가완료
105,120039,2023,064,014,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-09-27 15:30,2023-09-28 05:50,MW5,01,5물량장 1선석,2023-09-27 15:30,2023-09-28 05:50,접안대기,2023-10-02,허가완료
106,120039,2023,064,015,223,삼성호,BSK3377,보림해운 주식회사,MSL,01,신항 다목적부두,2023-09-28 08:45,2023-09-28 10:35,MSL,01,신항 다목적부두,2023-09-28 08:45,2023-09-28 10:35,양하,2023-10-02,허가완료
107,120039,2023,064,016,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-09-28 13:00,2023-09-30 07:15,MW5,01,5물량장 1선석,2023-09-28 13:00,2023-09-30 07:15,접안대기,2023-10-02,허가완료
108,120039,2023,064,017,223,삼성호,BSK3377,보림해운 주식회사,MDY,01,영도(KOCO) 돌핀,2023-09-30 07:30,2023-09-30 08:25,MDY,01,영도(KOCO) 돌핀,2023-09-30 07:30,2023-09-30 08:25,적하,2023-10-02,허가완료
109,120039,2023,064,018,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-09-30 08:40,2023-09-30 09:55,MW5,01,5물량장 1선석,2023-09-30 08:40,2023-09-30 09:55,접안대기,2023-10-02,허가완료
110,120039,2023,064,019,223,삼성호,BSK3377,보림해운 주식회사,MSL,01,신항 다목적부두,2023-09-30 12:55,2023-09-30 14:47,MSL,01,신항 다목적부두,2023-09-30 12:55,2023-09-30 14:47,양하,2023-10-02,허가완료
111,120039,2023,064,020,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-09-30 16:00,2023-09-30 18:10,MW5,01,5물량장 1선석,2023-09-30 16:00,2023-09-30 18:10,접안대기,2023-10-02,허가완료
112,DSPH2,2023,012,001,1.530,KEOYOUNG STAR,BSK2625,거영해운(주),MBD,03,동명부두 D3선석,2023-10-03 14:00,2023-10-04 08:50,MBD,03,동명부두 D3선석,2023-10-03 14:00,2023-10-04 08:50,양하,2023-10-02,허가완료
113,120039,2023,065,001,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-01 10:30,2023-10-01 13:35,MW5,01,5물량장 1선석,2023-10-01 10:30,2023-10-01 13:35,접안대기,2023-10-02,허가완료
114,120039,2023,065,002,223,삼성호,BSK3377,보림해운 주식회사,MBS,01,신선대부두 1선석,2023-10-01 14:00,2023-10-01 16:35,MBS,01,신선대부두 1선석,2023-10-01 14:00,2023-10-01 16:35,양하,2023-10-02,허가완료
115,120039,2023,065,003,223,삼성호,BSK3377,보림해운 주식회사,MW5,01,5물량장 1선석,2023-10-01 16:55,2023-10-02 07:45,MW5,01,5물량장 1선석,2023-10-01 16:55,2023-10-02 07:45,접안대기,2023-10-02,허가완료
116,120039,2023,065,004,223,삼성호,BSK3377,보림해운 주식회사,MDY,01,영도(KOCO) 돌핀,2023-10-02 08:00,2023-10-02 08:50,MDY,01,영도(KOCO) 돌핀,2023-10-02 08:00,2023-10-02 08:50,적하,2023-10-02,허가완료
117,130047,2023,068,007,460,명진호,BSZ7248,(주)에우스마린,MW5,01,5물량장 1선석,2023-09-26 23:40,2023-09-27 18:15,MW5,01,5물량장 1선석,2023-09-26 23:40,2023-09-27 18:15,기타,2023-10-02,허가완료
118,130047,2023,068,008,460,명진호,BSZ7248,(주)에우스마린,OLD,01,동명호안,2023-09-27 18:50,2023-09-27 21:55,OLD,01,동명호안,2023-09-27 18:50,2023-09-27 21:55,기타,2023-10-02,허가완료
119,130047,2023,068,009,460,명진호,BSZ7248,(주)에우스마린,MW5,01,5물량장 1선석,2023-09-27 22:40,2023-09-28 04:00,MW5,01,5물량장 1선석,2023-09-27 22:40,2023-09-28 04:00,기타,2023-10-02,허가완료
120,D7DZ,2023,193,001,457,PANSTAR TSUSHIMA LINK,KMC0725,(주)팬스타라인닷컴,MBF,07,신국제여객터미널 7선석,2023-10-02 11:55,2023-10-02 12:40,MBF,07,신국제여객터미널 7선석,2023-10-02 11:55,2023-10-02 12:40,기타,2023-10-02,허가완료
121,130047,2023,068,010,460,명진호,BSZ7248,(주)에우스마린,MB6,03,자성대부두 63선석,2023-09-28 07:00,2023-09-28 09:35,MS6,03,신항 6부두 3선석,2023-09-28 07:00,2023-09-28 09:35,기타,2023-10-02,허가완료
122,130047,2023,068,011,460,명진호,BSZ7248,(주)에우스마린,MW5,01,5물량장 1선석,2023-09-28 12:15,2023-09-30 04:50,MW5,01,5물량장 1선석,2023-09-28 12:15,2023-09-30 04:50,기타,2023-10-02,허가완료
123,130047,2023,068,012,460,명진호,BSZ7248,(주)에우스마린,WAN,03,남외항 N-3박지,2023-09-30 05:45,2023-09-30 08:00,WAN,03,남외항 N-3박지,2023-09-30 05:45,2023-09-30 08:00,기타,2023-10-02,허가완료
124,130047,2023,068,013,460,명진호,BSZ7248,(주)에우스마린,MW5,01,5물량장 1선석,2023-09-30 08:50,2023-10-01 15:55,MW5,01,5물량장 1선석,2023-09-30 08:50,2023-10-01 15:55,기타,2023-10-02,허가완료
125,190022,2023,003,195,364,그린호,BSZ3526,그린통상,MW5,01,5물량장 1선석,2023-09-27 03:35,2023-09-30 16:15,,,,,,기타,2023-10-02,미허가
126,190022,2023,003,196,364,그린호,BSZ3526,그린통상,OLD,01,동명호안,2023-09-30 16:50,2023-09-30 19:25,,,,,,기타,2023-10-02,미허가
127,190022,2023,003,197,364,그린호,BSZ3526,그린통상,MW5,01,5물량장 1선석,2023-09-30 20:10,2023-10-01 12:00,,,,,,기타,2023-10-02,미허가
128,190022,2023,003,198,364,그린호,BSZ3526,그린통상,WAN,03,남외항 N-3박지,2023-10-01 13:20,2023-10-01 17:25,,,,,,기타,2023-10-02,미허가
129,D7CH,2023,031,001,9.955,STAR CHALLENGER,KMS8833,남성해운(주),MB6,01,자성대부두 61선석,2023-10-03 14:00,2023-10-04 23:00,MB6,01,자성대부두 61선석,2023-10-03 14:00,2023-10-04 23:00,양적하,2023-10-02,허가완료
130,DSFU2,2023,116,001,21.688,PANSTAR DREAM,KMC0725,(주)팬스타라인닷컴,MBF,12,신국제여객터미널 12선석,2023-10-03 10:00,2023-10-03 15:00,MBF,12,신국제여객터미널 12선석,2023-10-03 10:00,2023-10-03 15:00,양적하,2023-10-02,허가완료
131,V7UJ2,2023,039,002,9.520,STAR SKIPPER,KMS8833,남성해운(주),MBS,04,신선대부두 4선석,2023-10-03 15:00,2023-10-04 23:00,MBS,04,신선대부두 4선석,2023-10-03 15:00,2023-10-04 23:00,양적하,2023-10-02,허가완료
132,D7PE,2023,039,002,4.914,HEUNG-A TOKYO,ICZ0830,흥아라인(주),MBS,01,신선대부두 1선석,2023-10-04 15:00,2023-10-05 04:00,MBS,01,신선대부두 1선석,2023-10-04 15:00,2023-10-05 04:00,양적하,2023-10-02,허가완료
133,V7A5052,2023,027,001,9.916,STAR RANGER,KMS8833,남성해운(주),MBS,04,신선대부두 4선석,2023-10-03 11:00,2023-10-04 23:00,MBS,04,신선대부두 4선석,2023-10-03 11:00,2023-10-04 23:00,양적하,2023-10-02,허가완료
134,UBJM4,2023,003,009,710,DEMIS,BSC2094,(주)엔케이,WAN,01,남외항 N-1박지,2023-09-29 18:00,2023-09-30 15:00,WAN,01,남외항 N-1박지,2023-09-29 18:00,2023-09-30 15:00,출항대기,2023-10-02,허가완료
135,3FUU5,2023,028,001,9.867,SUNNY ACACIA,KMS8832,고려해운(주),MBS,03,신선대부두 3선석,2023-10-02 14:00,2023-10-03 09:00,MBS,03,신선대부두 3선석,2023-10-02 14:00,2023-10-03 09:00,양적하,2023-10-02,허가완료
136,3FLX7,2023,030,001,9.870,SUNNY CANNA,KMS8832,고려해운(주),MBS,05,신선대부두 5선석,2023-10-02 14:00,2023-10-03 18:00,MBS,05,신선대부두 5선석,2023-10-02 14:00,2023-10-03 18:00,양적하,2023-10-02,허가완료
137,9HA2936,2023,001,002,47.984,IOLCOS DESTINY,BSC2109,주식회사 포스인터내셔날,MB5,01,5부두 51선석(양곡부두),2023-10-03 23:00,2023-10-10 22:00,MB5,01,5부두 51선석(양곡부두),2023-10-03 23:00,2023-10-10 22:00,양하,2023-10-02,허가완료
138,920502,2023,008,001,1.038,일광103호,BSK3060,케이엔비,WAO,02,O박지 O2 묘지,2023-09-15 00:20,2023-09-15 05:07,WAO,02,O박지 O2 묘지,2023-09-15 00:20,2023-09-15 05:07,기타,2023-10-02,허가완료
139,920502,2023,010,001,43,일광103호,BSK3060,케이엔비,*LP,01,대평동호안,2023-09-17 15:42,2023-09-19 09:18,*LP,01,대평동호안,2023-09-17 15:42,2023-09-19 09:18,기타,2023-10-02,허가완료
140,BOTT,2023,037,001,20.569,LING YUN HE,KMC0319,코스코쉬핑한국(주),MBR,E2,신감만부두 2선석,2023-10-02 20:00,2023-10-03 18:00,MBR,E2,신감만부두 2선석,2023-10-02 20:00,2023-10-03 18:00,양적하,2023-10-02,허가완료
141,VRKR6,2023,035,002,40.447,COSCO FOS,KMC0319,코스코쉬핑한국(주),MS5,01,신항 5부두 1선석,2023-10-03 11:00,2023-10-04 06:00,MS5,01,신항 5부두 1선석,2023-10-03 11:00,2023-10-04 06:00,양적하,2023-10-02,허가완료
142,BOTT,2023,037,002,20.569,LING YUN HE,KMC0319,코스코쉬핑한국(주),MSN,01,신항 1부두 1선석,2023-10-03 22:00,2023-10-04 12:00,MSN,01,신항 1부두 1선석,2023-10-03 22:00,2023-10-04 12:00,양적하,2023-10-02,허가완료
143,920502,2023,012,001,43,일광103호,BSK3060,케이엔비,*LP,01,대평동호안,2023-09-19 12:05,2023-10-02 07:48,*LP,01,대평동호안,2023-09-19 12:05,2023-10-02 07:48,기타,2023-10-02,허가완료
144,070928,2023,011,001,191,태정호,BSZ7512,태정해운,MW5,01,5물량장 1선석,2023-10-01 16:25,2023-10-01 17:20,MW5,01,5물량장 1선석,2023-10-01 16:25,2023-10-01 17:20,접안대기,2023-10-02,허가완료
145,070928,2023,011,002,191,태정호,BSZ7512,태정해운,OLD,01,동명호안,2023-10-01 17:45,2023-10-01 18:50,OLD,01,동명호안,2023-10-01 17:45,2023-10-01 18:50,적하,2023-10-02,허가완료
146,CQAJ3,2023,001,001,16.732,UHL FLASH,BSC2073,(주)케이로드마린,WAN,04,남외항 N-4박지,2023-10-02 15:30,2023-10-04 12:00,WAN,04,남외항 N-4박지,2023-10-02 15:30,2023-10-04 12:00,통과선박,2023-10-02,허가완료
147,9V7910,2023,039,001,7.532,ATLANTIC BRIDGE,KMC0748,씨엠에이씨지엠코리아,MS5,03,신항 5부두 3선석,2023-10-03 06:00,2023-10-03 19:00,MS5,04,신항 5부두 4선석,2023-10-03 06:00,2023-10-03 19:00,양적하,2023-10-02,허가완료
148,DDOR2,2023,005,001,143.262,LUDWIGSHAFEN EXPRESS,KMC0360,하파그로이드코리아(주),MS3,02,신항 3부두 2선석,2023-10-03 00:01,2023-10-04 02:00,MS3,02,신항 3부두 2선석,2023-10-03 00:01,2023-10-04 02:00,양적하,2023-10-02,허가완료
149,151058,2023,001,001,2.210,미라클 알파,BSC0004,두일해운(주),WAN,02,남외항 N-2박지,2023-10-02 15:00,2023-10-04 08:00,WAN,02,남외항 N-2박지,2023-10-02 15:00,2023-10-04 08:00,접안대기,2023-10-02,허가완료
150,3E4615,2023,007,001,9.226,SL SHANGHAI,ICC2240,이코노해운(주),MS3,03,신항 3부두 3선석,2023-10-03 04:00,2023-10-03 07:00,MS3,03,신항 3부두 3선석,2023-10-03 04:00,2023-10-03 07:00,양적하,2023-10-02,허가완료
151,VRNA8,2023,008,001,112.967,SEASPAN YANGTZE,KMC0360,하파그로이드코리아(주),MS3,04,신항 3부두 4선석,2023-10-03 02:00,2023-10-04 03:00,MS3,04,신항 3부두 4선석,2023-10-03 02:00,2023-10-04 03:00,양적하,2023-10-02,허가완료
152,V7OW4,2023,005,002,8.539,ROYAL CRYSTAL 7,BSZ7384,동주마리타임(주),MBR,01,감만부두 1선석,2023-10-03 17:00,2023-10-04 17:00,,,,,,수리,2023-10-02,미허가
153,9VIB6,2023,049,001,7.725,KOTA TAMPAN,KMS8811,천경해운(주),MB6,02,자성대부두 62선석,2023-10-02 15:00,2023-10-03 05:00,MB6,02,자성대부두 62선석,2023-10-02 15:00,2023-10-03 05:00,양적하,2023-10-02,허가완료
154,DSOE5,2023,037,001,9.522,PEGASUS YOTTA,KMS8835,동영해운(주),MBS,02,신선대부두 2선석,2023-10-03 12:00,2023-10-04 18:00,MBS,02,신선대부두 2선석,2023-10-03 12:00,2023-10-04 18:00,양적하,2023-10-02,허가완료
155,5LHN2,2023,003,001,17.785,ADAMASTOS,KMC0861,천지해운 (주),MBS,05,신선대부두 5선석,2023-10-05 11:00,2023-10-06 05:00,MBS,05,신선대부두 5선석,2023-10-05 11:00,2023-10-06 05:00,양적하,2023-10-02,허가완료
156,230010,2023,020,001,858,스카이마스,BSK2940,광훈선박(주),MW5,01,5물량장 1선석,2023-09-30 01:10,2023-10-01 15:10,MW5,01,5물량장 1선석,2023-09-30 01:10,2023-10-01 15:10,기타,2023-10-02,허가완료
157,D5DM3,2023,011,001,18.296,HANSA FRESENBURG,KMC0826,덕상티에스라인스(주),MBR,04,감만부두 4선석,2023-10-02 20:00,2023-10-03 09:00,MBR,04,감만부두 4선석,2023-10-02 20:00,2023-10-03 09:00,양적하,2023-10-02,허가완료
158,D6A3151,2023,008,001,8.570,SOFIA 3,BSC0406,오케이쉬핑(주),MSN,04,신항 2부두 1선석,2023-10-02 15:00,2023-10-02 23:00,MSN,04,신항 2부두 1선석,2023-10-02 15:00,2023-10-02 23:00,양적하,2023-10-02,허가완료
159,DSFP2,2023,040,001,3.981,SUNNY SPRUCE,KMS8832,고려해운(주),MB6,01,자성대부두 61선석,2023-10-03 07:00,2023-10-04 00:00,MB6,01,자성대부두 61선석,2023-10-03 07:00,2023-10-04 00:00,양적하,2023-10-02,허가완료
160,3ELX9,2023,010,001,28.736,KMTC SURABAYA,KMS8832,고려해운(주),MB6,02,자성대부두 62선석,2023-10-03 08:00,2023-10-04 06:00,MB6,02,자성대부두 62선석,2023-10-03 08:00,2023-10-04 06:00,양적하,2023-10-02,허가완료
161,H8BZ,2023,027,001,9.870,SUNNY LAUREL,KMS8832,고려해운(주),MBS,03,신선대부두 3선석,2023-10-02 22:00,2023-10-03 18:00,MBS,03,신선대부두 3선석,2023-10-02 22:00,2023-10-03 18:00,양적하,2023-10-02,허가완료
162,V2HT7,2023,012,002,9.522,HS BUSAN,KMS8832,고려해운(주),MBS,03,신선대부두 3선석,2023-10-03 08:00,2023-10-04 06:00,MBS,03,신선대부두 3선석,2023-10-03 08:00,2023-10-04 06:00,양적하,2023-10-02,허가완료
163,V7ZQ9,2023,020,002,20.920,STARSHIP LEO,KMS8833,남성해운(주),MBS,03,신선대부두 3선석,2023-10-04 08:00,2023-10-05 13:00,,,,,,양적하,2023-10-02,미허가
164,JG5720,2023,225,001,19.961,NEW CAMELLIA,KMC0178,고려훼리(주),MBF,12,신국제여객터미널 12선석,2023-10-03 18:30,2023-10-03 23:00,MBF,12,신국제여객터미널 12선석,2023-10-03 18:30,2023-10-03 23:00,양적하,2023-10-02,허가완료
165,KGMQ,2023,017,002,17.594,APL ISLANDER,KMC0748,씨엠에이씨지엠코리아,MS5,03,신항 5부두 3선석,2023-10-03 07:00,2023-10-04 02:00,MS5,03,신항 5부두 3선석,2023-10-03 07:00,2023-10-04 02:00,양적하,2023-10-02,허가완료
166,9V6990,2023,003,001,28.270,BOTANY,KMC0326,엠에스씨코리아(주),MSN,02,신항 1부두 2선석,2023-10-01 23:00,2023-10-02 21:00,MSN,02,신항 1부두 2선석,2023-10-01 23:00,2023-10-02 21:00,양적하,2023-10-02,허가완료
167,DSRE9,2023,038,001,9.598,DONGJIN VENUS,KMS8819,동진상선(주),MBS,05,신선대부두 5선석,2023-10-03 02:00,2023-10-03 23:00,MBS,05,신선대부두 5선석,2023-10-03 02:00,2023-10-03 23:00,양적하,2023-10-02,허가완료
168,DSRB6,2023,019,001,997,DH 5,BSC0125,동하상선주식회사,WAN,01,남외항 N-1박지,2023-10-02 23:00,2023-10-03 13:00,WAN,01,남외항 N-1박지,2023-10-02 23:00,2023-10-03 13:00,급유,2023-10-02,허가완료
169,3E2374,2023,003,001,2.996,JI ZHE 7,ICC2034,씨레인보우인터내셔널(주),WAN,02,남외항 N-2박지,2023-10-02 19:00,2023-10-04 12:00,WAN,02,남외항 N-2박지,2023-10-02 19:00,2023-10-04 12:00,접안대기,2023-10-02,허가완료
170,HOLT,2023,037,002,18.502,EASLINE KWANGYANG,KMC0985,이에이에스쉽핑코리아(주),WAN,04,남외항 N-4박지,2023-10-02 23:59,2023-10-06 23:59,WAN,04,남외항 N-4박지,2023-10-02 23:59,2023-10-06 23:59,화물대기,2023-10-02,허가완료
171,BPJJ6,2023,001,001,45.271,PU AN TONG,BSC0004,두일해운(주),WAN,05,남외항 N-5박지,2023-10-02 18:00,2023-10-03 03:00,WAN,05,남외항 N-5박지,2023-10-02 18:00,2023-10-03 03:00,급유,2023-10-02,허가완료
172,3EBI9,2023,004,001,9.070,FRIO LAS PALMAS,BSC2066,리버마린(주),WAN,03,남외항 N-3박지,2023-10-02 21:00,2023-10-06 18:00,WAN,04,남외항 N-4박지,2023-10-02 21:00,2023-10-06 18:00,수리,2023-10-02,허가완료
173,7KLX,2023,216,001,2.589,QUEEN BEETLE,BSZ9394,제이알큐슈고속선(주),MBF,05,신국제여객터미널 5선석,2023-10-02 18:40,2023-10-03 09:00,MBF,05,신국제여객터미널 5선석,2023-10-02 18:40,2023-10-03 09:00,기타,2023-10-02,허가완료
174,9V2121,2023,004,001,41.653,KOTA SABAS,KMC0489,피아이엘 코리아(주),MS6,02,신항 6부두 2선석,2023-10-03 09:00,2023-10-03 22:00,MS6,02,신항 6부두 2선석,2023-10-03 09:00,2023-10-03 22:00,양적하,2023-10-02,허가완료
175,210037,2023,003,002,82,창영1호,BSZ9031,창영선박,OLT,01,대교동호안,2023-09-26 20:15,2023-10-01 13:40,,,,,,출항대기,2023-10-02,미허가
176,DSNC9,2023,039,001,3.994,SUNNY LINDEN,KMS8832,고려해운(주),MB6,05,자성대부두 65선석,2023-10-03 22:00,2023-10-05 15:00,MB6,05,자성대부두 65선석,2023-10-03 22:00,2023-10-05 15:00,양적하,2023-10-02,허가완료
177,D7DZ,2023,194,001,457,PANSTAR TSUSHIMA LINK,KMC0725,(주)팬스타라인닷컴,MBF,07,신국제여객터미널 7선석,2023-10-02 17:55,2023-10-02 18:30,MBF,07,신국제여객터미널 7선석,2023-10-02 17:55,2023-10-02 18:30,기타,2023-10-02,허가완료
178,D7DZ,2023,194,002,457,PANSTAR TSUSHIMA LINK,KMC0725,(주)팬스타라인닷컴,MBF,04,신국제여객터미널 4선석,2023-10-02 18:30,2023-10-02 19:30,MBF,04,신국제여객터미널 4선석,2023-10-02 18:30,2023-10-02 19:30,급유,2023-10-02,허가완료
179,D7DZ,2023,194,003,457,PANSTAR TSUSHIMA LINK,KMC0725,(주)팬스타라인닷컴,MBF,07,신국제여객터미널 7선석,2023-10-02 19:30,2023-10-03 08:40,MBF,07,신국제여객터미널 7선석,2023-10-02 19:30,2023-10-03 08:40,기타,2023-10-02,허가완료
180,170022,2023,036,002,5.770,이에스 릴리,BSK3046,에스토라해운(주),WAM,08,M박지 M8 묘지,2023-10-03 05:00,2023-10-03 11:00,WAM,08,M박지 M8 묘지,2023-10-03 05:00,2023-10-03 11:00,급유,2023-10-02,허가완료
181,975829,2023,001,001,148,제77영덕호,BSZ9343,(주)성원그린,MW5,01,5물량장 1선석,2023-07-21 07:15,2023-07-21 07:55,,,,,,기타,2023-10-02,미허가
182,975829,2023,001,003,148,제77영덕호,BSZ9343,(주)성원그린,MW5,01,5물량장 1선석,2023-09-11 11:20,2023-09-26 11:59,,,,,,기타,2023-10-02,미허가
183,CQ2040,2023,001,001,2.518,BERING FIN,KMC0120,코스모스마리타임(주),MSL,01,신항 다목적부두,2023-10-04 07:00,2023-10-04 13:00,MSL,01,신항 다목적부두,2023-10-04 07:00,2023-10-04 13:00,적하,2023-10-02,허가완료
184,HP4643,2023,004,002,4.515,LUCKY ANNIE,BSC2231,(주)위즈쉬핑,MQC,01,한진 중공업 안벽,2023-10-04 07:00,2023-10-05 18:00,MYC,01,한진 중공업 조선소,2023-10-04 07:00,2023-10-05 18:00,양하,2023-10-02,허가완료
185,VRNL2,2023,006,001,113.042,SEASPAN BRILLIANCE,ICC2115,오션네트워크익스프레스코리아(주),MSN,02,신항 1부두 2선석,2023-10-03 01:00,2023-10-04 18:00,MSN,02,신항 1부두 2선석,2023-10-03 01:00,2023-10-04 18:00,양적하,2023-10-02,허가완료
186,204801,2023,002,001,998,엠에스가스,BSC0336,씨라이트해운(주),WAN,01,남외항 N-1박지,2023-10-02 21:00,2023-10-03 18:00,WAN,01,남외항 N-1박지,2023-10-02 21:00,2023-10-03 18:00,기타,2023-10-02,허가완료
187,130064,2023,084,001,431,에이원,BSZ3642,성은해운 주식회사,MW5,01,5물량장 1선석,2023-09-26 06:40,2023-09-26 18:40,MW5,01,5물량장 1선석,2023-09-26 06:40,2023-09-26 18:40,기타,2023-10-02,허가완료
188,130064,2023,084,002,431,에이원,BSZ3642,성은해운 주식회사,MSN,05,신항 2부두 2선석,2023-09-26 21:25,2023-09-26 23:40,MSN,05,신항 2부두 2선석,2023-09-26 21:25,2023-09-26 23:40,양하,2023-10-02,허가완료
189,130064,2023,084,003,431,에이원,BSZ3642,성은해운 주식회사,MW5,01,5물량장 1선석,2023-09-27 02:10,2023-09-28 15:15,MW5,01,5물량장 1선석,2023-09-27 02:10,2023-09-28 15:15,기타,2023-10-02,허가완료
190,130064,2023,085,001,431,에이원,BSZ3642,성은해운 주식회사,MW5,01,5물량장 1선석,2023-09-29 07:40,2023-09-29 22:05,MW5,01,5물량장 1선석,2023-09-29 07:40,2023-09-29 22:05,기타,2023-10-02,허가완료
191,130064,2023,086,001,431,에이원,BSZ3642,성은해운 주식회사,MW5,01,5물량장 1선석,2023-09-30 16:05,2023-10-01 07:10,MW5,01,5물량장 1선석,2023-09-30 16:05,2023-10-01 07:10,기타,2023-10-02,허가완료
192,130064,2023,086,002,431,에이원,BSZ3642,성은해운 주식회사,WAN,04,남외항 N-4박지,2023-10-01 08:30,2023-10-01 10:20,WAN,04,남외항 N-4박지,2023-10-01 08:30,2023-10-01 10:20,양하,2023-10-02,허가완료
193,130064,2023,086,003,431,에이원,BSZ3642,성은해운 주식회사,MW5,01,5물량장 1선석,2023-10-01 11:15,2023-10-02 11:55,MW5,01,5물량장 1선석,2023-10-01 11:15,2023-10-02 11:55,기타,2023-10-02,허가완료
194,3EBI9,2023,004,002,9.070,FRIO LAS PALMAS,BSC2066,리버마린(주),WAN,04,남외항 N-4박지,2023-10-02 21:00,2023-10-05 21:00,WAN,04,남외항 N-4박지,2023-10-02 21:00,2023-10-05 21:00,수리,2023-10-02,허가완료
195,200018,2023,046,001,996,보광비너스,USZ1234,(주)비케이해운,MW5,01,5물량장 1선석,2023-10-01 23:30,2023-10-02 07:30,MW5,01,5물량장 1선석,2023-10-01 23:30,2023-10-02 07:30,기타,2023-10-02,허가완료
196,200018,2023,046,002,996,보광비너스,USZ1234,(주)비케이해운,MBS,04,신선대부두 4선석,2023-10-02 08:10,2023-10-02 11:32,MBS,04,신선대부두 4선석,2023-10-02 08:10,2023-10-02 11:32,양하,2023-10-02,허가완료
